GEOID,kiosks,population,pop_moe,pop_per_kiosk,pois,ct_title,STATEFP,COUNTYFP,TRACTCE,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,variable,geometry
36081024600,0,0,13,NA,11,"Census Tract 246, Queens County, New York",36,081,024600,246,Census Tract 246,G5020,S,303539,0,+40.7012022,-073.7964993,B01003_001,"list(list(c(-73.802409, -73.801897, -73.79992, -73.799179, -73.798415, -73.797124, -73.79609, -73.794546, -73.793792, -73.793519, -73.793261, -73.792521, -73.792368, -73.791869, -73.791944, -73.792605, -73.792844, -73.793577, -73.794511, -73.795722, -73.796476, -73.797226, -73.797537, -73.799341, -73.798687, -73.799156, -73.801574, -73.801823, -73.802076, -73.802409, 40.701852, 40.701969, 40.702474, 40.702596, 40.702741, 40.703035, 40.703294, 40.703696, 40.704032, 40.703682, 40.703352, 40.702415, 
40.702121, 40.701366, 40.701272, 40.700432, 40.700244, 40.699756, 40.69939, 40.699015, 40.698693, 40.698363, 40.698199, 40.699291, 40.699715, 40.699972, 40.701214, 40.701387, 40.701575, 40.701852)))"
36081016400,0,3954,790,Inf,NA,"Census Tract 164, Queens County, New York",36,081,016400,164,Census Tract 164,G5020,S,197823,0,+40.6850800,-073.8165574,B01003_001,"list(list(c(-73.82147, -73.820593, -73.819726, -73.819031, -73.818183, -73.817375, -73.816661, -73.815817, -73.814974, -73.814131, -73.813452, -73.813315, -73.812488, -73.811645, -73.812437, -73.813367, -73.813592, -73.813937, -73.814268, -73.814773, -73.815138, -73.815619, -73.816028, -73.816335, -73.816913, -73.817163, -73.817781, -73.817811, -73.818001, -73.818676, -73.819544, -73.820421, -73.820632, -73.82147, 40.684891, 40.685138, 40.685385, 40.68554, 40.685774, 40.686003, 40.686211, 40.686452, 
40.686695, 40.68694, 40.687155, 40.687199, 40.687441, 40.685656, 40.685287, 40.684847, 40.68471, 40.684598, 40.684503, 40.684361, 40.684258, 40.684121, 40.684004, 40.683918, 40.683753, 40.683684, 40.683504, 40.683495, 40.68344, 40.683249, 40.683002, 40.682755, 40.683184, 40.684891)))"
36081020200,0,1776,470,Inf,1,"Census Tract 202, Queens County, New York",36,081,020200,202,Census Tract 202,G5020,S,153117,0,+40.6897570,-073.8078112,B01003_001,"list(list(c(-73.810535, -73.810268, -73.80971, -73.808902, -73.808036, -73.80724, -73.806425, -73.807044, -73.806359, -73.805687, -73.805046, -73.80447, -73.80415, -73.804685, -73.804836, -73.80511, -73.805287, -73.805722, -73.806656, -73.807473, -73.807773, -73.808017, -73.808752, -73.809088, -73.809158, -73.809819, -73.810749, -73.810535, 40.691974, 40.692046, 40.692199, 40.692564, 40.691983, 40.691432, 40.690874, 40.690348, 40.689881, 40.689421, 40.688982, 40.688584, 40.688388, 40.688373, 40.688225, 
40.688072, 40.687982, 40.687827, 40.687508, 40.68723, 40.687136, 40.68706, 40.688329, 40.688929, 40.689058, 40.690256, 40.691917, 40.691974)))"
36081050202,0,1301,225,Inf,NA,"Census Tract 502.02, Queens County, New York",36,081,050202,502.02,Census Tract 502.02,G5020,S,152854,0,+40.7101892,-073.7592925,B01003_001,"list(list(c(-73.762549, -73.761653, -73.760766, -73.759864, -73.75897, -73.758102, -73.757182, -73.756762, -73.756037, -73.756929, -73.757825, -73.758718, -73.759616, -73.76051, -73.761406, -73.76213, -73.762393, -73.762549, 40.710916, 40.711133, 40.711349, 40.71157, 40.711783, 40.712005, 40.712213, 40.711197, 40.709456, 40.709241, 40.709024, 40.708811, 40.708595, 40.708379, 40.708163, 40.709906, 40.710543, 40.710916)))"
36081059600,0,1531,322,Inf,3,"Census Tract 596, Queens County, New York",36,081,059600,596,Census Tract 596,G5020,S,194550,0,+40.6971372,-073.7370565,B01003_001,"list(list(c(-73.739275, -73.738394, -73.737489, -73.736618, -73.735743, -73.734858, -73.73397, -73.734877, -73.735762, -73.736642, -73.737517, -73.738401, -73.739267, -73.740136, -73.739275, 40.696794, 40.698478, 40.700214, 40.699949, 40.699688, 40.699419, 40.699151, 40.697411, 40.695726, 40.694044, 40.694318, 40.694596, 40.694867, 40.695139, 40.696794)))"
36081063000,0,1629,271,Inf,1,"Census Tract 630, Queens County, New York",36,081,063000,630,Census Tract 630,G5020,S,190477,0,+40.6802878,-073.7435795,B01003_001,"list(list(c(-73.746141, -73.745608, -73.744972, -73.745831, -73.74458, -73.743443, -73.743268, -73.740948, -73.740381, -73.739545, -73.739737, -73.739905, -73.740365, -73.740787, -73.740858, -73.740904, -73.741391, -73.741991, -73.743245, -73.743928, -73.744884, -73.745764, -73.746473, -73.746141, 40.676921, 40.677886, 40.679058, 40.679341, 40.681591, 40.683625, 40.68392, 40.683232, 40.684123, 40.683835, 40.683531, 40.683262, 40.68344, 40.682763, 40.682786, 40.682736, 40.681862, 40.680751, 40.678504, 
40.677292, 40.675756, 40.676077, 40.676298, 40.676921)))"
36081022002,0,7406,1144,Inf,1,"Census Tract 220.02, Queens County, New York",36,081,022002,220.02,Census Tract 220.02,G5020,S,306174,0,+40.7132012,-073.8144646,B01003_001,"list(list(c(-73.819152, -73.819139, -73.819107, -73.819033, -73.818934, -73.818831, -73.818677, -73.81842, -73.818235, -73.817971, -73.817775, -73.817511, -73.817503, -73.81756, -73.817496, -73.81733, -73.817181, -73.81705, -73.816938, -73.816842, -73.816534, -73.816495, -73.816464, -73.816438, -73.816433, -73.816442, -73.816441, -73.816364, -73.816293, -73.813648, -73.812922, -73.808859, -73.807822, -73.807807, -73.807774, -73.808859, -73.810221, -73.81021, -73.810196, -73.810145, -73.809834, -73.810555, 
-73.81243, -73.81244, -73.812676, -73.812918, -73.813157, -73.813396, -73.813568, -73.813752, -73.813927, -73.814098, -73.814262, -73.814106, -73.814052, -73.814013, -73.814019, -73.814044, -73.814088, -73.814152, -73.814233, -73.814327, -73.814432, -73.814357, -73.814292, -73.814239, -73.814198, -73.814373, -73.814548, -73.814723, -73.814894, -73.815055, -73.815244, -73.815425, -73.815594, -73.815746, -73.81588, -73.815992, -73.816081, -73.816416, -73.81704, -73.817798, -73.818601, -73.818809, -73.81915, 
-73.819151, -73.819152, 40.709035, 40.709106, 40.709277, 40.709693, 40.710119, 40.710384, 40.710701, 40.711129, 40.711389, 40.711691, 40.711893, 40.712211, 40.712266, 40.712423, 40.712496, 40.712676, 40.712866, 40.713064, 40.713267, 40.713475, 40.714226, 40.714364, 40.71462, 40.714934, 40.715644, 40.715785, 40.715887, 40.715883, 40.715887, 40.715945, 40.715957, 40.715922, 40.715911, 40.715808, 40.715716, 40.715726, 40.715707, 40.714999, 40.714283, 40.713471, 40.712812, 40.712626, 40.712645, 40.712879, 
40.712843, 40.712825, 40.712817, 40.712827, 40.71282, 40.7128, 40.712769, 40.712726, 40.712672, 40.712443, 40.71232, 40.712195, 40.712093, 40.71199, 40.711889, 40.711794, 40.711707, 40.711631, 40.711568, 40.71144, 40.711309, 40.711174, 40.711037, 40.711048, 40.711043, 40.711023, 40.710987, 40.710937, 40.710872, 40.710788, 40.710689, 40.710574, 40.710447, 40.710311, 40.710168, 40.709865, 40.70956, 40.709342, 40.708926, 40.708816, 40.708428, 40.708852, 40.709035)))"
36081085500,0,7041,1194,Inf,7,"Census Tract 855, Queens County, New York",36,081,085500,855,Census Tract 855,G5020,S,130510,0,+40.7596421,-073.8236352,B01003_001,"list(list(c(-73.826541, -73.825078, -73.824422, -73.822072, -73.821767, -73.821558, -73.821302, -73.821164, -73.820758, -73.823213, -73.825185, -73.82557, -73.82561, -73.825968, -73.826211, -73.826541, 40.760464, 40.760829, 40.760994, 40.761625, 40.76098, 40.760534, 40.759985, 40.759686, 40.758842, 40.75818, 40.757649, 40.758498, 40.758581, 40.759329, 40.759828, 40.760464)))"
36081011100,0,3108,492,Inf,1,"Census Tract 111, Queens County, New York",36,081,011100,111,Census Tract 111,G5020,S,150737,0,+40.7787953,-073.9073131,B01003_001,"list(list(c(-73.910835, -73.908671, -73.907977, -73.907294, -73.906304, -73.905221, -73.904505, -73.903793, -73.905017, -73.905955, -73.906677, -73.907024, -73.90738, -73.907896, -73.908465, -73.909458, -73.910147, -73.910835, 40.779635, 40.781401, 40.780914, 40.780431, 40.779729, 40.778966, 40.77846, 40.777957, 40.776955, 40.776188, 40.776696, 40.776944, 40.777197, 40.777558, 40.777961, 40.778663, 40.77915, 40.779635)))"
36081067900,0,4812,557,Inf,2,"Census Tract 679, Queens County, New York",36,081,067900,679,Census Tract 679,G5020,S,253614,0,+40.7241179,-073.8701838,B01003_001,"list(list(c(-73.874417, -73.873783, -73.873242, -73.871606, -73.871429, -73.871133, -73.871018, -73.870772, -73.870694, -73.870632, -73.870211, -73.869699, -73.869293, -73.868768, -73.868487, -73.868244, -73.867659, -73.867285, -73.867114, -73.866572, -73.866042, -73.865476, -73.867167, -73.867969, -73.86889, -73.869869, -73.871353, -73.872802, -73.873366, -73.873863, -73.87402, -73.874708, -73.874417, 40.727226, 40.72752, 40.727912, 40.729112, 40.729248, 40.728372, 40.727979, 40.727394, 40.727207, 
40.727059, 40.726187, 40.725146, 40.724436, 40.723821, 40.723572, 40.723256, 40.722661, 40.722257, 40.722076, 40.721487, 40.720901, 40.720281, 40.719641, 40.719268, 40.720421, 40.721638, 40.723493, 40.725304, 40.725997, 40.726428, 40.726545, 40.72709, 40.727226)))"
36081012000,0,2308,557,Inf,5,"Census Tract 120, Queens County, New York",36,081,012000,120,Census Tract 120,G5020,S,144523,0,+40.6915009,-073.8286536,B01003_001,"list(list(c(-73.8313, -73.830491, -73.829668, -73.82884, -73.827972, -73.82783, -73.827181, -73.826594, -73.825988, -73.826855, -73.827684, -73.828511, -73.829336, -73.830526, -73.83127, -73.8313, 40.693058, 40.693292, 40.693517, 40.693759, 40.693992, 40.6937, 40.692378, 40.691179, 40.689946, 40.68971, 40.689475, 40.689239, 40.689004, 40.691431, 40.692996, 40.693058)))"
36081005700,2,4461,580,2230.5,9,"Census Tract 57, Queens County, New York",36,081,005700,57,Census Tract 57,G5020,S,223565,0,+40.7569544,-073.9256721,B01003_001,"list(list(c(-73.929301, -73.928051, -73.927247, -73.926453, -73.925654, -73.924854, -73.924054, -73.923258, -73.922832, -73.92246, -73.921659, -73.922905, -73.924157, -73.924954, -73.925754, -73.926554, -73.927352, -73.928154, -73.928956, -73.927703, -73.928501, -73.929301, 40.758504, 40.760048, 40.759671, 40.759296, 40.758922, 40.758551, 40.758176, 40.757803, 40.757602, 40.757427, 40.757051, 40.755506, 40.753961, 40.754337, 40.754711, 40.755086, 40.75546, 40.755836, 40.756213, 40.757753, 40.758129, 
40.758504)))"
36081033700,0,2359,614,Inf,NA,"Census Tract 337, Queens County, New York",36,081,033700,337,Census Tract 337,G5020,S,150842,0,+40.7587306,-073.8826280,B01003_001,"list(list(c(-73.884536, -73.883607, -73.88315, -73.88305, -73.882677, -73.881748, -73.881386, -73.881104, -73.880792, -73.880719, -73.881648, -73.88183, -73.882331, -73.882579, -73.883411, -73.883507, -73.883563, -73.883897, -73.884176, -73.884536, 40.761414, 40.761511, 40.761558, 40.761569, 40.761608, 40.761705, 40.759722, 40.758171, 40.756454, 40.756049, 40.755952, 40.755932, 40.75588, 40.755854, 40.755765, 40.755755, 40.756064, 40.757877, 40.759427, 40.761414)))"
36081038302,0,0,13,NA,118,"Census Tract 383.02, Queens County, New York",36,081,038302,383.02,Census Tract 383.02,G5020,S,4481280,1281692,+40.7429690,-073.8423984,B01003_001,"list(list(c(-73.860937, -73.860576, -73.860433, -73.854982, -73.854969, -73.853702, -73.851834, -73.850281, -73.849215, -73.848515, -73.846709, -73.846353, -73.846863, -73.846017, -73.845975, -73.845911, -73.845902, -73.845852, -73.84549, -73.845134, -73.84479, -73.84445, -73.844044, -73.843634, -73.843244, -73.842534, -73.841831, -73.841138, -73.840455, -73.839123, -73.838745, -73.838619, -73.838406, -73.838305, -73.838211, -73.838134, -73.838054, -73.837987, -73.837917, -73.837674, -73.837014, 
-73.835998, -73.835602, -73.832295, -73.832241, -73.832203, -73.832183, -73.832181, -73.832726, -73.832925, -73.833011, -73.833099, -73.834114, -73.83424, -73.834324, -73.834456, -73.834534, -73.834629, -73.835, -73.835399, -73.835503, -73.835549, -73.835676, -73.835816, -73.83585, -73.835951, -73.835925, -73.835896, -73.835861, -73.83614, -73.836426, -73.836546, -73.836682, -73.836833, -73.836993, -73.837033, -73.837065, -73.837089, -73.837104, -73.83711, -73.837107, -73.836718, -73.836793, -73.836628, 
-73.836465, -73.836044, -73.835805, -73.835613, -73.835747, -73.83618, -73.836038, -73.836081, -73.836048, -73.835927, -73.835848, -73.835807, -73.835484, -73.83536, -73.83515, -73.834657, -73.834148, -73.833863, -73.833071, -73.832896, -73.832699, -73.83248, -73.832241, -73.831982, -73.8317, -73.831468, -73.830865, -73.830748, -73.830567, -73.830383, -73.830255, -73.830085, -73.829951, -73.829745, -73.829601, -73.829333, -73.829101, -73.828895, -73.828582, -73.828367, -73.828208, -73.828021, -73.827895, 
-73.827753, -73.827555, -73.827428, -73.827309, -73.82721, -73.827129, -73.827067, -73.827023, -73.826726, -73.825859, -73.825741, -73.825644, -73.825568, -73.825514, -73.825482, -73.825473, -73.825487, -73.82546, -73.825419, -73.82532, -73.824881, -73.824465, -73.823726, -73.822944, -73.822652, -73.822303, -73.821705, -73.820854, -73.819523, -73.819305, -73.820054, -73.820323, -73.820567, -73.820724, -73.820834, -73.820986, -73.821132, -73.82128, -73.821428, -73.821576, -73.821723, -73.82187, -73.821892, 
-73.822156, -73.822277, -73.822483, -73.822804, -73.822973, -73.823074, -73.823377, -73.823588, -73.82397, -73.824284, -73.824559, -73.824713, -73.824782, -73.824847, -73.825128, -73.825247, -73.825285, -73.825567, -73.825689, -73.825705, -73.825852, -73.825921, -73.825946, -73.826202, -73.826253, -73.826272, -73.826396, -73.826976, -73.827139, -73.828496, -73.829256, -73.829896, -73.829945, -73.830934, -73.830982, -73.831069, -73.831311, -73.831385, -73.830139, -73.829796, -73.830728, -73.832071, 
-73.833481, -73.834569, -73.834687, -73.834792, -73.834884, -73.834959, -73.835017, -73.835057, -73.835113, -73.835275, -73.83538, -73.835567, -73.835761, -73.835963, -73.836038, -73.836524, -73.836682, -73.838362, -73.838715, -73.839064, -73.839445, -73.839854, -73.840327, -73.841468, -73.841622, -73.842814, -73.843505, -73.843706, -73.843891, -73.84406, -73.844213, -73.844347, -73.844753, -73.844957, -73.845115, -73.845426, -73.845693, -73.845909, -73.846055, -73.84674, -73.847214, -73.847325, 
-73.847464, -73.847558, -73.84767, -73.847757, -73.847858, -73.847841, -73.85001, -73.850116, -73.850525, -73.850869, -73.851209, -73.851551, -73.851895, -73.852241, -73.852577, -73.852918, -73.85326, -73.853602, -73.854021, -73.854369, -73.854421, -73.850864, -73.85217, -73.852205, -73.852463, -73.852617, -73.853008, -73.853126, -73.853187, -73.853351, -73.853394, -73.853538, -73.853594, -73.853654, -73.853716, -73.853783, -73.85382, -73.854208, -73.854496, -73.85458, -73.85464, -73.855009, -73.855251, 
-73.855533, -73.85577, -73.85604, -73.856382, -73.856559, -73.856706, -73.857349, -73.857544, -73.857736, -73.857924, -73.858109, -73.858289, -73.858465, -73.858637, -73.858806, -73.858966, -73.859124, -73.859695, -73.859756, -73.859817, -73.860637, -73.860937, 40.763729, 40.763829, 40.763869, 40.767448, 40.767467, 40.76948, 40.767746, 40.76606, 40.764209, 40.763822, 40.761345, 40.761219, 40.760416, 40.760805, 40.760717, 40.760585, 40.760565, 40.760455, 40.759729, 40.759069, 40.758403, 40.757744, 
40.756945, 40.756157, 40.755337, 40.755545, 40.755769, 40.75601, 40.756267, 40.756828, 40.756982, 40.757045, 40.756101, 40.755633, 40.755253, 40.755038, 40.75483, 40.754682, 40.754541, 40.754114, 40.754027, 40.752006, 40.751395, 40.751942, 40.75184, 40.751733, 40.75162, 40.751506, 40.749306, 40.748375, 40.748125, 40.747994, 40.747386, 40.747302, 40.747237, 40.747114, 40.747027, 40.746896, 40.746197, 40.74552, 40.745328, 40.745147, 40.744851, 40.744307, 40.744176, 40.743731, 40.743501, 40.743381, 
40.743228, 40.742431, 40.742501, 40.742377, 40.742266, 40.742172, 40.742093, 40.74198, 40.741865, 40.741748, 40.741631, 40.741514, 40.741396, 40.740952, 40.739902, 40.739252, 40.739086, 40.739173, 40.7389, 40.737476, 40.736991, 40.736882, 40.736093, 40.734334, 40.734266, 40.734004, 40.733834, 40.733755, 40.733136, 40.732898, 40.732918, 40.731984, 40.731844, 40.730553, 40.729919, 40.729586, 40.72926, 40.728941, 40.728631, 40.72833, 40.728034, 40.727664, 40.72671, 40.726566, 40.726384, 40.726233, 40.726143, 
40.726039, 40.725968, 40.725874, 40.725818, 40.725734, 40.72568, 40.725642, 40.725557, 40.725478, 40.725407, 40.725308, 40.72523, 40.72513, 40.724961, 40.724812, 40.724646, 40.724478, 40.724304, 40.724126, 40.723946, 40.723082, 40.720463, 40.720222, 40.719974, 40.719721, 40.719465, 40.719206, 40.718948, 40.718691, 40.718, 40.717396, 40.717339, 40.717365, 40.717415, 40.717481, 40.717497, 40.717482, 40.717396, 40.71736, 40.717334, 40.71734, 40.717136, 40.71681, 40.71666, 40.716675, 40.716705, 40.716726, 
40.716754, 40.716772, 40.716783, 40.716787, 40.716785, 40.716776, 40.71676, 40.716759, 40.716732, 40.71671, 40.716673, 40.716608, 40.716564, 40.716537, 40.716441, 40.71637, 40.716253, 40.716183, 40.716144, 40.716133, 40.716128, 40.716124, 40.716135, 40.71614, 40.716141, 40.716151, 40.716073, 40.716063, 40.715969, 40.715928, 40.715912, 40.715757, 40.71573, 40.71572, 40.715655, 40.715391, 40.715342, 40.715014, 40.714757, 40.714571, 40.714559, 40.714322, 40.71431, 40.714354, 40.714474, 40.714529, 40.715071, 
40.715566, 40.71626, 40.717291, 40.718333, 40.719027, 40.719109, 40.719201, 40.719303, 40.719412, 40.719527, 40.719644, 40.719917, 40.720457, 40.720722, 40.721043, 40.721362, 40.721677, 40.72177, 40.722371, 40.722645, 40.725562, 40.726221, 40.72688, 40.727537, 40.728178, 40.728807, 40.729998, 40.730118, 40.731153, 40.731814, 40.732032, 40.732259, 40.732493, 40.732733, 40.732979, 40.73362, 40.733987, 40.734277, 40.73495, 40.735666, 40.7364, 40.737099, 40.738552, 40.738644, 40.738771, 40.738945, 40.739064, 
40.739195, 40.739299, 40.7399, 40.739927, 40.740563, 40.740724, 40.741514, 40.74218, 40.742844, 40.743507, 40.74418, 40.744841, 40.745506, 40.746171, 40.746834, 40.747492, 40.748156, 40.748739, 40.748805, 40.749996, 40.752582, 40.752661, 40.753127, 40.753405, 40.754555, 40.755109, 40.755398, 40.756013, 40.756137, 40.756555, 40.756695, 40.756835, 40.756974, 40.757112, 40.757186, 40.757867, 40.758279, 40.758388, 40.758466, 40.758879, 40.759148, 40.759343, 40.759538, 40.759726, 40.759907, 40.759982, 
40.760044, 40.760301, 40.760378, 40.760459, 40.760546, 40.760637, 40.760733, 40.760833, 40.760937, 40.761047, 40.761159, 40.761275, 40.761782, 40.761836, 40.762263, 40.763336, 40.763729)))"
36081044400,5,4405,900,881,14,"Census Tract 444, Queens County, New York",36,081,044400,444,Census Tract 444,G5020,S,897125,0,+40.7057626,-073.7818463,B01003_001,"list(list(c(-73.794895, -73.793959, -73.792526, -73.791463, -73.790796, -73.78975, -73.78957, -73.788691, -73.78804, -73.787719, -73.786739, -73.78577, -73.785562, -73.784813, -73.78429, -73.783817, -73.783305, -73.782952, -73.782772, -73.78237, -73.782136, -73.781848, -73.78145, -73.780554, -73.780359, -73.779683, -73.779048, -73.778676, -73.778165, -73.777443, -73.777271, -73.777196, -73.776055, -73.774892, -73.774028, -73.773139, -73.772287, -73.771736, -73.771652, -73.771478, -73.771151, -73.770844, 
-73.768812, -73.768445, -73.771008, -73.77356, -73.774849, -73.775139, -73.775466, -73.775633, -73.775465, -73.775037, -73.774348, -73.773944, -73.773534, -73.773128, -73.772724, -73.772308, -73.772662, -73.772979, -73.773222, -73.773348, -73.773957, -73.77691, -73.777842, -73.778491, -73.77916, -73.779818, -73.780345, -73.781479, -73.782566, -73.78442, -73.784849, -73.78598, -73.787517, -73.788042, -73.788354, -73.789193, -73.789664, -73.789994, -73.790556, -73.791156, -73.791802, -73.791928, -73.792045, 
-73.79217, -73.792259, -73.792368, -73.792521, -73.793261, -73.793519, -73.793792, -73.794629, -73.794895, 40.705461, 40.705827, 40.70636, 40.706678, 40.70687, 40.707171, 40.707222, 40.707468, 40.707571, 40.707661, 40.707892, 40.707934, 40.707936, 40.707932, 40.707931, 40.70793, 40.707946, 40.707982, 40.708, 40.708076, 40.70812, 40.708175, 40.708252, 40.708426, 40.708464, 40.708596, 40.70871, 40.708779, 40.708854, 40.708914, 40.70893, 40.708937, 40.709105, 40.709419, 40.709672, 40.709923, 40.710159, 
40.710313, 40.710222, 40.710222, 40.710212, 40.710172, 40.709808, 40.709637, 40.708724, 40.707877, 40.707082, 40.706884, 40.706385, 40.705346, 40.705319, 40.705233, 40.703986, 40.703312, 40.70262, 40.701947, 40.701262, 40.700572, 40.700479, 40.700381, 40.700236, 40.700187, 40.699806, 40.702525, 40.703217, 40.703833, 40.704389, 40.704928, 40.705412, 40.705455, 40.705425, 40.704762, 40.704586, 40.704187, 40.703715, 40.703556, 40.70346, 40.703204, 40.70304, 40.702871, 40.702568, 40.702294, 40.702227, 
40.702232, 40.702223, 40.702198, 40.70217, 40.702121, 40.702415, 40.703352, 40.703682, 40.704032, 40.705117, 40.705461)))"
36081058200,0,5440,906,Inf,3,"Census Tract 582, Queens County, New York",36,081,058200,582,Census Tract 582,G5020,S,563649,0,+40.7069890,-073.7375538,B01003_001,"list(list(c(-73.742141, -73.741303, -73.740847, -73.740401, -73.739951, -73.739419, -73.737649, -73.73757, -73.736455, -73.736398, -73.735539, -73.736628, -73.735819, -73.735749, -73.73441, -73.732638, -73.732921, -73.733206, -73.733546, -73.733842, -73.73413, -73.734183, -73.734222, -73.734265, -73.734304, -73.736249, -73.738196, -73.740777, -73.7405, -73.740332, -73.740241, -73.740076, -73.739976, -73.739815, -73.741804, -73.741528, -73.741248, -73.74122, -73.741466, -73.742141, 40.710248, 40.710488, 
40.710632, 40.710776, 40.710928, 40.7111, 40.711662, 40.711684, 40.712042, 40.712127, 40.71186, 40.709843, 40.709558, 40.709655, 40.709317, 40.708865, 40.708215, 40.707565, 40.706781, 40.706105, 40.705413, 40.704685, 40.703959, 40.70322, 40.702478, 40.702537, 40.702595, 40.70268, 40.703435, 40.703895, 40.704145, 40.704596, 40.704868, 40.705301, 40.705768, 40.706448, 40.707127, 40.707849, 40.70849, 40.710248)))"
36081108500,0,2584,427,Inf,2,"Census Tract 1085, Queens County, New York",36,081,108500,1085,Census Tract 1085,G5020,S,444817,0,+40.7724453,-073.7890720,B01003_001,"list(list(c(-73.795657, -73.793652, -73.793383, -73.793186, -73.792713, -73.791635, -73.791483, -73.79035, -73.789842, -73.789136, -73.788936, -73.78827, -73.78741, -73.786551, -73.786265, -73.785694, -73.784914, -73.784593, -73.784556, -73.784537, -73.784534, -73.784528, -73.784481, -73.784418, -73.784378, -73.784329, -73.784199, -73.784134, -73.784009, -73.78389, -73.783727, -73.78405, -73.784936, -73.785803, -73.786685, -73.78756, -73.788434, -73.789309, -73.789476, -73.790183, -73.791902, -73.792393, 
-73.793179, -73.793237, -73.793972, -73.794159, -73.794803, -73.794948, -73.795134, -73.795333, -73.795657, 40.773031, 40.77336, 40.773482, 40.773572, 40.773788, 40.774239, 40.774278, 40.774573, 40.774687, 40.774847, 40.774896, 40.775075, 40.775318, 40.775558, 40.775646, 40.775813, 40.776041, 40.776141, 40.775231, 40.774657, 40.774575, 40.774409, 40.773951, 40.773553, 40.773342, 40.773138, 40.772602, 40.77237, 40.772004, 40.771731, 40.771361, 40.771266, 40.771006, 40.770748, 40.770485, 40.770226, 
40.769968, 40.769708, 40.769658, 40.76945, 40.768936, 40.76951, 40.770403, 40.770468, 40.771252, 40.771516, 40.772296, 40.772441, 40.772649, 40.772804, 40.773031)))"
36081109300,0,3123,614,Inf,8,"Census Tract 1093, Queens County, New York",36,081,109300,1093,Census Tract 1093,G5020,S,1069850,458982,+40.7756127,-073.7704101,B01003_001,"list(list(c(-73.784593, -73.784414, -73.784076, -73.782798, -73.780362, -73.779477, -73.779397, -73.778588, -73.777694, -73.776784, -73.775839, -73.775724, -73.775537, -73.774655, -73.773783, -73.772903, -73.772036, -73.771132, -73.76935, -73.768642, -73.768407, -73.768156, -73.76802, -73.767605, -73.760142, -73.760295, -73.759583, -73.759167, -73.761887, -73.763784, -73.76402, -73.764144, -73.764037, -73.763681, -73.763982, -73.764506, -73.764782, -73.765064, -73.76535, -73.765637, -73.765771, -73.765905, 
-73.766035, -73.766158, -73.766272, -73.766372, -73.766604, -73.766853, -73.767117, -73.767396, -73.767675, -73.76798, -73.768924, -73.769255, -73.770169, -73.770639, -73.770975, -73.771815, -73.772023, -73.76965, -73.769842, -73.769999, -73.770052, -73.770389, -73.772285, -73.773486, -73.774475, -73.77539, -73.776301, -73.777208, -73.777539, -73.778444, -73.778858, -73.780561, -73.781898, -73.782311, -73.783222, -73.783555, -73.783727, -73.78389, -73.784009, -73.784134, -73.784199, -73.784329, -73.784378, 
-73.784418, -73.784481, -73.784528, -73.784534, -73.784537, -73.784556, -73.784593, 40.776141, 40.776192, 40.776289, 40.776666, 40.777387, 40.777664, 40.777686, 40.777912, 40.77816, 40.77841, 40.778613, 40.7779, 40.777026, 40.777286, 40.777547, 40.777804, 40.77807, 40.778341, 40.778875, 40.779087, 40.778662, 40.778125, 40.778168, 40.778299, 40.780674, 40.776921, 40.774001, 40.771887, 40.770944, 40.772517, 40.77234, 40.772246, 40.772135, 40.771839, 40.77175, 40.771561, 40.771488, 40.771431, 40.771389, 
40.771364, 40.771357, 40.771336, 40.771303, 40.771257, 40.771199, 40.771132, 40.770951, 40.770781, 40.770622, 40.770508, 40.770344, 40.770233, 40.769967, 40.76992, 40.769738, 40.769645, 40.770837, 40.770677, 40.771498, 40.772028, 40.77261, 40.773011, 40.773001, 40.772938, 40.772554, 40.772306, 40.772102, 40.771911, 40.771719, 40.771528, 40.77309, 40.772895, 40.772799, 40.772301, 40.771905, 40.771783, 40.771511, 40.771411, 40.771361, 40.771731, 40.772004, 40.77237, 40.772602, 40.773138, 40.773342, 
40.773553, 40.773951, 40.774409, 40.774575, 40.774657, 40.775231, 40.776141)))"
